Order ID,Created at,Lineitem quantity,Lineitem name,Lineitem sku,Customer ID
22581,9/12/2022 13:33,1,Fluke LVD2 Non-Contact Voltage Tester,2740300,3347277876
22580,9/12/2022 12:53,2,Fluke T6-600 Electrical Tester,4910331,3321686068
22579,9/12/2022 12:19,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,3299502132
22578,9/12/2022 12:06,1,Fluke 1587 FC Insulation Multimeter,4691215,3289901108
22577,9/12/2022 11:25,2,Fluke 233 Remote Display Digital Multimeter,3463576,4915440692
22577,9/12/2022 11:25,2,Fluke 375 FC True-RMS AC/DC Clamp Meter - Fluke 375 FC,5065976,4915440692
22576,9/12/2022 11:18,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,3260114996
22576,9/12/2022 11:18,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,3260114996
22575,9/12/2022 10:45,1,Fluke TP220 SureGrip™ Industrial Test Probes,1670056,3237210164
22574,9/12/2022 10:31,3,561 HVAC Infrared & Contact Thermometer - Fluke 561 CAL (ships in 6 weeks),5160585,3230296116
22573,9/12/2022 10:26,2,Fluke 51 II Handheld Digital Probe Thermometer - Fluke 51 II CAL (ships in 6 weeks),5160551,2408251444
22572,9/12/2022 10:15,1,Fluke Networks MicroScanner™ Cable Verifier,2772449,3220432948
22572,9/12/2022 10:15,1,Fluke 87V IMSK Industrial Multimeter Service Combo Kit,3448783,3220432948
22571,9/12/2022 9:54,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,3205195828
22570,9/12/2022 9:13,2,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,3180193844
22569,9/12/2022 9:05,2,Fluke 417D Laser Distance Meter,5099292,3173312564
22568,9/12/2022 8:23,1,Fluke 80K-40 High Voltage Probe,382846,3144214580
22567,9/12/2022 8:22,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,710305844
22566,9/12/2022 8:18,1,Fluke 1587 FC Insulation Multimeter,4691215,3142281268
22565,9/12/2022 8:17,1,Fluke TP220 SureGrip™ Industrial Test Probes,1670056,3063506996
22564,9/12/2022 7:50,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,3077990452
22564,9/12/2022 7:50,1,Fluke TL71 Premium Test Lead Set,1274382,3077990452
22563,9/12/2022 6:31,1,"Fluke BP120MH NiMH Battery Pack for Fluke 120 series, Fluke 43 and 43B",2544081,3023628340
22562,9/12/2022 6:25,1,Fluke TL71 Premium Test Lead Set,1274382,3020286004
22561,9/12/2022 5:21,1,"Fluke BP120MH NiMH Battery Pack for Fluke 120 series, Fluke 43 and 43B",2544081,2979457076
22560,9/11/2022 23:52,1,Fluke C125 Meter Case,646858,2851792948
22560,9/11/2022 23:52,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,2851792948
22559,9/11/2022 21:00,1,Fluke 87V MAX E2 Industrial Electrician Combo Kit,5160712,9865598004
22558,9/11/2022 17:29,1,Fluke 117 Electrician's Multimeter plus insulated hand tools starter kit,5067428,2687723572
22557,9/11/2022 14:52,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,2579195956
22556,9/11/2022 13:26,1,"Fluke TB25 Tool Bucket Organizer Bag, 5.2 gal",5308970,2529683508
22555,9/11/2022 12:59,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,2514577460
22554,9/11/2022 12:29,1,Fluke 714B Thermocouple Calibrator,4387869,2488199220
22553,9/11/2022 10:36,1,Fluke 1AC II Non-Contact Voltage Tester,2432932,2408802356
22552,9/11/2022 9:48,1,"Fluke BP120MH NiMH Battery Pack for Fluke 120 series, Fluke 43 and 43B",2544081,2372528180
22551,9/11/2022 9:14,1,Compact Fluke PTi120 Pocket Thermal Camera - Fluke PTi120 9hz 400C,5302512,2350245940
22550,9/11/2022 7:40,1,Fluke T6-1000 PRO Electrical Tester,5134747,1736794164
22549,9/11/2022 7:39,1,Fluke 80AK-A Thermocouple Adapter,2747812,2284841012
22548,9/11/2022 7:23,1,62 MAX Mini Infrared Thermometer - 62 MAX Mini Infrared Thermometer,5065894,2276288564
22547,9/11/2022 6:50,1,Fluke 179 True-RMS Digital Multimeter,1564549,2257250356
22546,9/11/2022 6:12,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2237458484
22545,9/11/2022 0:22,1,"Fluke T5-1000 Voltage, Continuity and Current Tester - Fluke T5-1000",648219,2075846708
22544,9/10/2022 21:18,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,2011588660
22543,9/10/2022 16:41,1,Fluke TP2 Test Probes Slim-Reach 2Mm Diameter,650892,1856628788
22543,9/10/2022 16:41,1,Fluke AC285 SureGrip™ Alligator Clips,1610159,1856628788
22542,9/10/2022 16:37,1,Fluke Insulated Phillips screwdrivers - IPHS1,5067306,1856366644
22542,9/10/2022 16:37,1,Fluke Insulated Phillips screwdrivers - IPHS2,5067314,1856366644
22542,9/10/2022 16:37,1,Fluke slotted insulated screwdrivers - ISLS3,5067271,1856366644
22542,9/10/2022 16:37,1,Fluke slotted insulated screwdrivers - ISLS8,5067298,1856366644
22541,9/10/2022 16:24,1,Compact Fluke PTi120 Pocket Thermal Camera - Fluke PTi120 9hz 400C,5302512,1846896692
22540,9/10/2022 14:41,1,Fluke 902 FC True-RMS HVAC Clamp Meter,4695814,4515460148
22540,9/10/2022 14:41,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,4515460148
22539,9/10/2022 13:45,1,Fluke Leadwrap Hook-N-Loop Fasteners For Cables And Leads 3 Pack,4083525,1757308980
22538,9/9/2022 21:46,1,Fluke 179/EDA2 Combo Kit – Includes Meter and Deluxe Accessories,2718166,9809120308
22538,9/9/2022 21:46,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,9809120308
22537,9/9/2022 18:40,2,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,7542754356
22536,9/9/2022 18:34,1,Fluke T6-600 Electrical Tester,4910331,7466601524
22535,9/9/2022 18:32,1,Fluke TP920 Test Probe Adapter Kit,1616659,2707297332
22535,9/9/2022 18:32,1,Fluke TL71 Premium Test Lead Set,1274382,2707297332
22534,9/9/2022 18:27,1,Fluke TL221 SureGrip™ Test Lead Extension Set,2003602,3587637300
22534,9/9/2022 18:27,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,3587637300
22533,9/9/2022 17:47,1,Fluke 87V/E2 Industrial Electrician Combo Kit - Fluke 87V/E2 Kit,2670150,6890834996
22532,9/9/2022 17:34,1,Fluke 417D Laser Distance Meter,5099292,83729460
22531,9/9/2022 16:52,1,Fluke 1587 FC Insulation Multimeter,4691215,5092364340
22530,9/9/2022 16:31,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,1155343412
22529,9/9/2022 16:00,1,Fluke T6-600 Electrical Tester,4910331,5381475380
22528,9/9/2022 15:42,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,5279173684
22527,9/9/2022 15:13,2,Fluke TL71 Premium Test Lead Set,1274382,4913777716
22527,9/9/2022 15:13,3,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,4913777716
22526,9/9/2022 14:49,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,1155343412
22525,9/9/2022 14:12,1,Fluke Networks FiberLert™ Fiber Light Detector,5317262,4175580212
22524,9/9/2022 13:41,1,Amprobe UAT-620 Underground Utilities Locator Kit,4994398,2947140660
22523,9/9/2022 13:36,1,Fluke 80PK-8 Type-K Pipe Clamp Thermocouple Probe,200360,3783248948
22522,9/9/2022 13:23,1,"Fluke TB25 Tool Bucket Organizer Bag, 5.2 gal",5308970,3600763956
22521,9/9/2022 12:45,1,Fluke TL940 Mini-Hook Test Leads,1616705,3140275252
22520,9/9/2022 12:27,1,Fluke 51 II Handheld Digital Probe Thermometer - Fluke 51 II,674686,2934131764
22520,9/9/2022 12:27,1,Fluke 80PK-26 SureGrip™ Tapered Temperature Probe,2098714,2934131764
22519,9/9/2022 11:13,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,1802325044
22519,9/9/2022 11:13,1,Fluke TP220 SureGrip™ Industrial Test Probes,1670056,1802325044
22518,9/9/2022 11:12,1,Fluke 1587/i400 Current Clamp FC Kit,4692725,1783548980
22517,9/9/2022 10:59,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,1620593716
22516,9/9/2022 10:33,1,Fluke 179/EDA2 Combo Kit – Includes Meter and Deluxe Accessories,2718166,1243860020
22515,9/9/2022 10:26,1,Fluke 365 Detachable Jaw True RMS AC/DC Clamp Meter - Fluke 365 Detachable Jaw True RMS AC/DC Clamp Meter,3620217,1198902324
22515,9/9/2022 10:26,2,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,1198902324
22514,9/9/2022 9:47,2,Fluke 289 True-RMS Data Logging Multimeter - Fluke 289,2675778,468893748
22514,9/9/2022 9:47,2,Fluke 80K-6 Probe High Voltage,532424,468893748
22513,9/9/2022 9:38,2,FLK-393-IRR-PVLEAD,5337401,523586612
22512,9/9/2022 9:31,2,FLK-393-IRR-PVLEAD,5337401,523586612
22511,9/9/2022 8:29,1,Fluke 80PK-22 SureGrip™ Immersion Temperature Probe - Fluke 80PK-22,2098684,9766744116
22511,9/9/2022 8:29,1,Fluke 80AK-A Thermocouple Adapter,2747812,9766744116
22510,9/9/2022 8:09,1,Fluke Camo-C25 Soft Case - Fluke CAMO-C25,4110632,9516888116
22509,9/9/2022 8:09,1,Fluke PRV240 Proving Unit,4566209,9492803636
22508,9/9/2022 8:07,1,Fluke T+PRO Electrical Tester - Fluke T+PRO Electrical Tester,2548117,9492803636
22508,9/9/2022 8:07,1,Fluke PRV240 Proving Unit,4566209,9492803636
22508,9/9/2022 8:07,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,9492803636
22507,9/9/2022 7:46,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,9196122164
22506,9/9/2022 6:43,1,Fluke TL80A Test Lead Set Basic Electronic,1277086,8412475444
22505,9/9/2022 6:32,5,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,8298082356
22504,9/9/2022 6:17,2,Fluke AC89 Insulation Piercing Clip,873448,734808116
22503,9/9/2022 5:31,4,62 MAX Mini Infrared Thermometer - 62 MAX Mini Infrared Thermometer,5065894,7541764148
22502,9/9/2022 2:58,1,62 MAX+ Handheld Infrared Laser Thermometer - 62 MAX+ Handheld Infrared Laser Thermometer,5065907,1135402036
22501,9/9/2022 2:56,1,62 MAX+ Handheld Infrared Laser Thermometer - 62 MAX+ Handheld Infrared Laser Thermometer,5065907,1135402036
22500,9/8/2022 22:55,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,2820419636
22499,9/8/2022 21:37,1,62 MAX+ Handheld Infrared Laser Thermometer - 62 MAX+ Handheld Infrared Laser Thermometer,5065907,1847734324
22498,9/8/2022 20:40,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,1211346996
22497,9/8/2022 20:34,1,Fluke AC89 Insulation Piercing Clip,873448,1144565812
22496,9/8/2022 19:38,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175E,3565554,465809460
22496,9/8/2022 19:38,1,Fluke AC175 Alligator Clip Set,4101772,465809460
22496,9/8/2022 19:38,1,Fluke 80BK-A Integrated DMM Temperature Probe,2747801,465809460
22495,9/8/2022 19:22,1,Fluke T+PRO Electrical Tester - Fluke T+PRO Electrical Tester,2548117,220934196
22495,9/8/2022 19:22,1,Fluke C60 Soft Carrying Case,4967812,220934196
22494,9/8/2022 19:18,1,Fluke 113 Digital Multimeter - Fluke 113 Digital Multimeter,3078875,233156660
22493,9/8/2022 18:56,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,137408564
22493,9/8/2022 18:56,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,137408564
22492,9/8/2022 18:27,1,Fluke 179/EDA2 Combo Kit – Includes Meter and Deluxe Accessories,2718166,120074292
22491,9/8/2022 17:19,1,"Fluke TB25 Tool Bucket Organizer Bag, 5.2 gal",5308970,9996211252
22490,9/8/2022 16:35,1,Fluke 1587 FC Insulation Multimeter,4691215,50343988
22489,9/8/2022 15:10,1,Fluke 8808A Digital Multimeter,2570235,4796468
22488,9/8/2022 14:23,1,Fluke C116 Carrying Case Polyester Black/yellow,2826074,1870596148
22487,9/8/2022 14:19,1,Fluke 114 Electrical Multimeter,2538783,9976222772
22486,9/8/2022 14:16,1,Fluke SBC3B Charging Base,4354922,9974715444
22485,9/8/2022 14:05,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,9970258996
22484,9/8/2022 13:09,5,Fluke 1587 FC Insulation Multimeter,4691215,9934607412
22483,9/8/2022 12:40,1,Fluke 1507 Insulation Resistance Tester - Fluke 1507,5066006,9916552244
22483,9/8/2022 12:40,1,Fluke C25 Large Soft Case for DMMs,681114,9916552244
22482,9/8/2022 12:37,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,9914356788
22481,9/8/2022 11:40,1,Fluke 922 Airflow Meter/Kit,2679831,9875002420
22480,9/8/2022 11:33,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,9871889460
22479,9/8/2022 11:23,1,Fluke 789 ProcessMeter™ - Fluke 789,1633984,9863238708
22478,9/8/2022 10:50,3,Fluke 287 True-RMS Electronics Logging Multimeter - Fluke 287,2740201,9844233268
22477,9/8/2022 10:17,1,Fluke 279 FC True-rms Thermal Multimeter,4684050,1519437876
22476,9/8/2022 9:21,1,Fluke Networks MicroScanner™ Cable Verifier,2772449,8456554548
22475,9/8/2022 8:25,2,Fluke TL221 SureGrip™ Test Lead Extension Set,2003602,2514996276
22475,9/8/2022 8:25,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2514996276
22475,9/8/2022 8:25,1,Fluke C125 Meter Case,646858,2514996276
22474,9/8/2022 7:31,1,Fluke 287 FlukeView® Forms Combo Kit,3340186,9713620020
22473,9/8/2022 6:56,1,Fluke i1010-Kit AC/DC Current Clamp With Meter Carry Case,2096998,8847168564
22472,9/8/2022 6:42,2,Fluke TP88 Rigid Back Probe Pin Set,2149102,9925586996
22472,9/8/2022 6:42,1,Fluke AC285 SureGrip™ Alligator Clips,1610159,9925586996
22471,9/8/2022 6:37,1,Fluke TL75 Hard Point™ Test Lead Set,855705,9678787636
22470,9/8/2022 4:18,1,Fluke T5-Kit T5 Tester Accessory Starter Kit,2096971,9380828212
22469,9/8/2022 3:42,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,9366082612
22469,9/8/2022 3:42,1,Fluke C25 Large Soft Case for DMMs,681114,9366082612
22468,9/8/2022 1:31,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175E,3565554,9310409780
22468,9/8/2022 1:31,1,Fluke TL71 Premium Test Lead Set,1274382,9310409780
22467,9/7/2022 20:25,1,"Fluke 107 Palm-sized, CAT III Digital Multimeter",4367953,9186448436
22466,9/7/2022 15:28,1,Fluke TL71 Premium Test Lead Set,1274382,8857326644
22466,9/7/2022 15:28,2,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,8857326644
22465,9/7/2022 15:19,1,Fluke T6-600 Electrical Tester,4910331,8849429556
22464,9/7/2022 15:05,1,Fluke 902 FC True-RMS HVAC Clamp Meter,4695814,8841991220
22463,9/7/2022 14:05,1,Fluke 179 True-RMS Digital Multimeter,1564549,8793330740
22462,9/7/2022 13:48,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,8785695796
22462,9/7/2022 13:48,1,Fluke C781 Soft Carrying Case,619988,8785695796
22461,9/7/2022 13:35,1,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,8765838388
22460,9/7/2022 13:18,1,Fluke BP7235 NiMH Battery Pack,668225,8751649844
22459,9/7/2022 11:44,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,8662815796
22459,9/7/2022 11:44,1,Fluke AC285 SureGrip™ Alligator Clips,1610159,8662815796
22459,9/7/2022 11:44,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,8662815796
22458,9/7/2022 11:35,1,Fluke 378 FC Non-Contact Voltage True-rms AC/DC Clamp Meter with iFlex,5111812,547344436
22457,9/7/2022 11:32,1,62 MAX Mini Infrared Thermometer - 62 MAX Mini Infrared Thermometer,5065894,8653444148
22456,9/7/2022 11:24,3,Fluke TL71 Premium Test Lead Set,1274382,8645022772
22455,9/7/2022 11:21,1,Fluke TL7X Cap Probe Tip Cap Set Red And Black,4006937,8644072500
22454,9/7/2022 9:41,2,Fluke 80PK-22 SureGrip™ Immersion Temperature Probe - Fluke 80PK-22,2098684,7729878068
22453,9/7/2022 8:35,1,Fluke TP1 Slim Reach Test Probes,650887,7606506548
22453,9/7/2022 8:35,1,Fluke T5-RLS Replacement Test Lead Set For T5-600 And T5-1000,4089137,7606506548
22452,9/7/2022 8:34,1,Fluke Connect IR3000 FC Connector,4460436,7605687348
22451,9/7/2022 8:21,1,Fluke 375 FC True-RMS AC/DC Clamp Meter - Fluke 375 FC,5065976,7590286388
22451,9/7/2022 8:21,1,Fluke 3000 FC Series Wireless Multimeter,4401595,7590286388
22450,9/7/2022 8:19,16,Fluke 116 Digital HVAC Multimeter - Fluke 116 CAL (ships in 2 weeks),5160513,7597659188
22449,9/7/2022 7:58,1,Fluke TP1 Slim Reach Test Probes,650887,7562105908
22448,9/7/2022 7:15,1,Fluke 902 FC True-RMS HVAC Clamp Meter,4695814,7438275636
22447,9/7/2022 7:05,1,Fluke 324 RMS Clamp Meter - Fluke 324 RMS Clamp Meter,5065853,7929915444
22446,9/7/2022 5:25,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,5725852724
22445,9/7/2022 5:12,1,Fluke 324 RMS Clamp Meter - Fluke 324 RMS Clamp Meter,5065853,3736726580
22445,9/7/2022 5:12,1,Fluke 116/62 MAX+ Technicianâ€™s Combo Kit,4296018,3736726580
22444,9/7/2022 4:41,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175E,3565554,5445620788
22444,9/7/2022 4:41,1,Fluke AC175 Alligator Clip Set,4101772,5445620788
22443,9/7/2022 4:39,1,Fluke TP1 Slim Reach Test Probes,650887,5400859700
22443,9/7/2022 4:39,1,Fluke 1AC II Non-Contact Voltage Tester,2432932,5400859700
22442,9/7/2022 2:35,1,Fluke 902 FC True-RMS HVAC Clamp Meter,4695814,3693646900
22441,9/7/2022 1:38,1,Fluke TPAK ToolPak™ Magnetic Meter Hanger,1281997,3056243764
22441,9/7/2022 1:38,1,Fluke C25 Large Soft Case for DMMs,681114,3056243764
22441,9/7/2022 1:38,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,3056243764
22441,9/7/2022 1:38,1,Fluke L200 Probe Light,2096346,3056243764
22441,9/7/2022 1:38,1,Fluke TLK-225 SureGrip™ Master Accessory Set,2097031,3056243764
22441,9/7/2022 1:38,1,Fluke C23 Soft Case Vinyl Black,1663209,3056243764
22441,9/7/2022 1:38,1,Fluke C35 Carrying Case Polyester Black/yellow,2826056,3056243764
22441,9/7/2022 1:38,1,Fluke C60 Soft Carrying Case,4967812,3056243764
22440,9/6/2022 22:07,1,Fluke TL75 Hard Point™ Test Lead Set,855705,2771063860
22440,9/6/2022 22:07,1,Fluke C50 Meter Case,762823,2771063860
22439,9/6/2022 20:55,1,Fluke T6-1000 Electrical Tester,4910269,2744816692
22438,9/6/2022 19:40,1,Fluke 116 Digital HVAC Multimeter - Fluke 116,2538803,2707297332
22437,9/6/2022 17:42,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,8397424692
22436,9/6/2022 15:41,1,Fluke 87V IMSK Industrial Multimeter Service Combo Kit,3448783,658281524
22435,9/6/2022 14:32,1,Fluke 87V MAX E2 Industrial Electrician Combo Kit,5160712,1063717940
22434,9/6/2022 14:07,1,Fluke i1010 AC/DC Current Clamp,617735,605623348
22433,9/6/2022 13:59,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,602412084
22432,9/6/2022 13:49,2,Fluke 51 II Handheld Digital Probe Thermometer - Fluke 51 II,674686,592843828
22431,9/6/2022 13:14,1,Fluke 51 II Handheld Digital Probe Thermometer - Fluke 51 II,674686,568661044
22430,9/6/2022 12:44,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,553030708
22429,9/6/2022 12:30,1,Fluke AC280 SureGrip™ Hook Clips,1610115,544019508
22428,9/6/2022 12:22,1,Fluke T6-1000 Electrical Tester,4910269,8778738740
22427,9/6/2022 11:50,1,Fluke T+PRO-1AC Electrical Tester and AC Voltage Detector Kit,2796187,517542964
22426,9/6/2022 10:41,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,470750260
22425,9/6/2022 10:35,1,Fluke 1AC II Non-Contact Voltage Tester,2432932,425432116
22424,9/6/2022 10:28,2,Fluke 179/EDA2 Combo Kit – Includes Meter and Deluxe Accessories,2718166,2283782196
22423,9/6/2022 10:22,2,Fluke 115 Field Technicians Digital Multimeter - Fluke 115,2538790,453776436
22422,9/6/2022 9:47,1,Fluke 87V MAX E2 Industrial Electrician Combo Kit,5160712,9494812724
22421,9/6/2022 9:36,1,Fluke 1587/i400 Current Clamp FC Kit,4692725,427201588
22420,9/6/2022 8:57,1,Fluke 116/323 HVAC Combo Kit - Includes Multimeter and Clamp Meter,4296029,397022260
22420,9/6/2022 8:57,1,Fluke 80PK-11 K- Type Temperature Probe,2724500,397022260
22419,9/6/2022 8:40,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,385979444
22418,9/6/2022 8:07,1,Fluke Replacement Li-Ion Rechargeable Battery For the Fluke VT04,4375741,1911162932
22417,9/6/2022 8:06,1,Amprobe AM-570 Industrial Multimeter,4210340,364287028
22416,9/6/2022 7:54,1,Fluke i410-Kit AC/DC Current Clamp With Carry Case,2097005,357766196
22415,9/6/2022 7:49,1,Fluke 922 Airflow Meter/Micromanometer,2679822,354194484
22414,9/6/2022 7:47,1,Fluke 922 Airflow Meter/Micromanometer,2679822,351376436
22413,9/6/2022 7:19,1,Fluke TL80A Test Lead Set Basic Electronic,1277086,332272692
22412,9/6/2022 7:00,2,Fluke 1AC II Non-Contact Voltage Tester,2432932,320771124
22411,9/6/2022 6:20,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,298914868
22410,9/6/2022 5:47,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,214209588
22409,9/6/2022 5:02,1,"Fluke TB25 Tool Bucket Organizer Bag, 5.2 gal",5308970,3394562100
22408,9/6/2022 3:15,1,Fluke 1630-2 FC Earth Ground Clamp,4829532,122262580
22407,9/6/2022 3:04,1,Fluke 381 Remote Display True RMS AC/DC Clamp Meter with iFlex® - Fluke 381,5065875,119804980
22406,9/5/2022 21:54,5,Fluke 1587 FC Insulation Multimeter,4691215,9537091636
22405,9/5/2022 20:53,1,Fluke 1587 FC Insulation Multimeter,4691215,9469491252
22404,9/5/2022 18:58,1,Fluke 417D Laser Distance Meter,5099292,6347651124
22403,9/5/2022 13:00,1,Fluke 287 True-RMS Electronics Logging Multimeter - Fluke 287,2740201,7748639796
22402,9/5/2022 12:32,2,Fluke Networks MICRO-DIT Micro IT Kit Soft Carry Duffle,4777297,7074241588
22401,9/5/2022 12:30,1,Fluke 375 FC True-RMS AC/DC Clamp Meter - Fluke 375 FC,5065976,6972496948
22400,9/5/2022 12:07,1,Fluke AC175 Alligator Clip Set,4101772,6464461876
22399,9/5/2022 11:14,1,Fluke C33 Soft Case Vinyl Black/yellow,1664120,5131787316
22399,9/5/2022 11:14,1,62 MAX Mini Infrared Thermometer - 62 MAX Mini Infrared Thermometer,5065894,5131787316
22398,9/5/2022 10:58,1,Fluke 116 Digital HVAC Multimeter - Fluke 116,2538803,4785626164
22397,9/5/2022 10:17,1,Fluke TP1 Slim Reach Test Probes,650887,3705232436
22396,9/5/2022 9:45,1,Fluke TL71 Premium Test Lead Set,1274382,2982042676
22395,9/5/2022 9:43,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175,3521976,2934922292
22394,9/5/2022 9:28,1,62 MAX+ Handheld Infrared Laser Thermometer - 62 MAX+ Handheld Infrared Laser Thermometer,5065907,1135402036
22393,9/5/2022 9:01,1,Fluke 87V Industrial Multimeter - Fluke 87V,2074974,1923669044
22393,9/5/2022 9:01,1,Fluke C35 Carrying Case Polyester Black/yellow,2826056,1923669044
22392,9/5/2022 8:13,1,Fluke TL175 TwistGuard™ Test Leads - Fluke TL175E,3565554,8528535604
22391,9/5/2022 7:44,1,Fluke Networks MicroScanner™ PoE Industrial Ethernet Cable Verifier Kit,5258569,9661857844
22391,9/5/2022 7:44,1,Fluke 279 FC True-rms Thermal Multimeter,4684050,9661857844
22391,9/5/2022 7:44,1,Fluke 378 FC Non-Contact Voltage True-rms AC/DC Clamp Meter with iFlex,5111812,9661857844
22391,9/5/2022 7:44,1,Fluke insulated screwdriver kit,5067345,9661857844
22391,9/5/2022 7:44,1,Fluke insulated pliers kit,5067377,9661857844
22390,9/5/2022 7:26,2,Fluke C11XT Protective EVA Hard Tool Case,5308996,9613033524
22390,9/5/2022 7:26,1,Fluke TL80A Test Lead Set Basic Electronic,1277086,9613033524
22389,9/5/2022 6:03,1,FLK-393-IRR-PVLEAD,5337401,7617364020
22388,9/4/2022 23:38,1,Fluke 373 True-RMS AC Clamp Meter - Fluke 373 True-RMS AC Clamp Meter,3780249,6550863924
22387,9/4/2022 22:29,1,Fluke TL224 SureGrip™ Insulated Test Leads,1610198,6524616756
22387,9/4/2022 22:29,1,Fluke TP220 SureGrip™ Industrial Test Probes,1670056,6524616756
22386,9/4/2022 19:05,1,Fluke 87V IMSK Industrial Multimeter Service Combo Kit,3448783,6043746356
22385,9/4/2022 18:39,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,6030835764
22384,9/4/2022 17:15,1,62 MAX+ Handheld Infrared Laser Thermometer - 62 MAX+ Handheld Infrared Laser Thermometer,5065907,5967102004
22383,9/4/2022 15:56,1,Fluke 179 True-RMS Digital Multimeter,1564549,5910478900
22382,9/4/2022 9:41,1,Fluke 87V MAX True-rms Digital Multimeter - Fluke 87V MAX,5140033,5623365684
22381,9/4/2022 9:30,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,5614551092
22380,9/3/2022 19:57,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,5160615988
22379,9/3/2022 16:46,1,Fluke 117 Electrician's Multimeter with Non-Contact Voltage - Fluke 117,2538815,5018239028
22378,9/3/2022 16:09,1,Fluke 325 True RMS Clamp Meter - Fluke 325,5065866,4998021172
22377,9/3/2022 14:09,1,Fluke 179 True-RMS Digital Multimeter,1564549,4918198324
22376,9/3/2022 12:49,1,"Fluke T5-600 Voltage, Continuity and Current Tester - Fluke T5-600",648227,4859215924
22375,9/3/2022 9:59,1,Fluke C11XT Protective EVA Hard Tool Case,5308996,446380084
22374,9/3/2022 6:57,1,Fluke 9040 Phase Rotation Indicator,2435050,4566990900
22373,9/3/2022 4:39,1,Fluke T+PRO Electrical Tester - Fluke T+PRO Electrical Tester,2548117,4488249396
22373,9/3/2022 4:39,1,Fluke 1LAC II A Non-Contact Voltage Tester,2433021,4488249396
22372,9/3/2022 3:38,1,Fluke T+PRO Electrical Tester - Fluke T+PRO Electrical Tester,2548117,4465115188
